name,species,breed,image,gender,age,status,description
Sarah Keith,Dog,Bocker,https://cdn2-www.dogtime.com/assets/uploads/2019/09/bocker-mixed-dog-breed-pictures-cover.jpg,Male,9,Available,"TheÎ_main colors of Bockers areÎ_black, brown, white, merle, tri-color, and bi-color. They are rarely a solid color and generally a combination of two or more colors.Their coats can be short and coarse like the Beagle or curly like the Cocker Spaniel. One brush every other day and a bath every few months with a mild shampoo should meet their grooming needs.Because the Bocker is a small dog, they can be easily injured by overly excited children. Bockers prefer to be mostly around adults or older kids who know how to play gently.Isolation and Bockers do not mix. If left alone for long periods, they may exhibit destructive behavior.Bockers enjoy playing games but may get sidetracked by new smells and go off on a new adventure. Keep a tight reign on your pup for their own safety.Bockers are suited for any size family and will love all members equally, but they can form a strong bond with their main caregiver."
Melissa Rodriguez,Dog,Boerboel,https://cdn3-www.dogtime.com/assets/uploads/2018/01/boerboel-dog-breed-pictures-cover-460x260.jpg,Male,10,Available,"Boerboels' physical strength is only matched by the strength of their devotion to their homes and families. The Boerboel breed is descended from dogs brought by Dutch settlers to South Africa who defended the homestead from hyenas, lions, leopards, and other dangerous wildlife. Today, they are prized as watchdogs, guardians, and competitors in canine competitions, as well as highly protective family companions that adore kids. They can, however, be quite territorial, and without proper training and socialization, they can exhibit aggressive tendencies to strangers and other dogs. Boerboels require plenty of mental and physical exercise. Being surprisingly agile for their size and very intelligent, their need for stimulation of both mind and body is high. Leaving them alone for too long can result in boredom and anxiety, which can lead to destructive behavior. They need a home that can accommodate their size and exercise needs and a trainer who is patient and confident. In the right home, they can be an invaluable watchdog and affectionate pet for the whole family."
Tammy Doyle,Dog,Boglen Terrier,https://cdn1-www.dogtime.com/assets/uploads/2019/09/boglen-terrier-mixed-dog-breed-pictures-cover.jpg,Male,6,Available,"Bolgen Terriers are mixed breed dogs. They are not purebreds like their Boston Terrier or Beagle parents.While one of the most predominant colors Bolgen Terriers come in is brindle, they can also be brindle and white, black and white, brown and white, and rarely tri-colored.Bolgen Terriers usually have short coats and are not considered allergy friendly, though their coats are very easy to groom.Because of their pack dog heritage, Boglen Terriers enjoy company and don't like to be left alone. Another dog or even a cat may help meet their companionship needs.Boglen Terriers have high energy levels. Make sure your dog gets at least one good half-hour- to hour-long walk per day with a few good, active play sessions and shorter walks mixed in.They tend to only be vocal when a doorbell rings or they spot something outside but rarely howl like their Beagle parent."
Mary Miller,Dog,Bolognese,https://cdn1-www.dogtime.com/assets/uploads/2011/01/file_23240_bolognese-460x290.jpg,Female,4,Available,"Comical and curious, this intelligent and devoted dog loves to spend time with his people, whether it's going for walks, running errands, or playing with the kids. A member of the Bichon family of white, fluffy dogs _—” he's also known as the Bichon Bolognese _—” he originated in the Italian city of Bologna, from which he takes his name. He excels at manipulating people to get his way, and can be difficult to housetrain, so be patient and consistent."
Patricia Watson,Dog,Borador,https://cdn2-www.dogtime.com/assets/uploads/2019/09/borador-mixed-dog-breed-pictures-cover.jpg,Male,7,Available,"The Borador is a mixed breed dog. They are not purebreds like their Border Collie or Labrador Retriever parents.The main colors of Boradors are brown, black, tan, and white. Sometimes their coats are solid, and sometimes they have a mix of colors.Boradors are very easy to groom. A good brushing per week will probably do.Most BoradorsÎ_are so outgoing that they will often greet any stranger with a wag of their tail. This makes them better as companions than as watchdogs.The pup's Border Collie instincts could take hold, and they may try to herd smaller family members, be it children or other animals. Any nipping related to herding tendencies can be easily curbed with positive reinforcement and training.Boradors are generally great with kids, other pets, and all members of the family. Playtime between dogs and kids, as always, should be supervised."
Kelly Miller,Dog,Border Collie,https://cdn2-www.dogtime.com/assets/uploads/2011/01/file_23178_border-collie-460x290.jpg,Male,4,Available,"If you've ever had the pleasure of watching a Border Collie herd sheep, you know you're watching a master craftsman at work, with his intense stare as he approaches the sheep, his almost intuitive response to the shepherd's command, and the skillful manner in which he maneuvers the sheep exactly where the shepherd wants them to go. It is awe-inspiring.The Border Collie, a medium-sized dog at 30 to 45 pounds, possesses a seemingly supernatural amount of energy and stamina _—” a hardiness that was developed when he was required to work all day in the hills and valleys of the rugged Scottish border country, sometimes running 50 miles or more a day. When it comes to the ideal working dog, it doesn't get much better than the Border Collie.If there is a dark side to the Border Collie's energy and workaholic attitude, it comes out when he's brought into a family that doesn't understand him. He is not a cuddly, couch-potato dog. He doesn't want to be coddled. He wants _—” and needs _—” a job. Keeping up with the Border Collie's intense mental and physical stamina is exhausting, even exasperating, to an owner or family that wants a laid-back family pet.The Border Collie is a herding dog, which means he has an overwhelming urge to gather a flock. That flock could be sheep, children, cats, squirrels, or anything that moves, including cars. This instinct to nip, nudge, and bark, along with his energy, cannot be trained out of him. Rather, it must be directed. He must have a task, whether it's actually herding sheep or competing in dog sports. A brisk walk or a game of fetch every day isn't enough activity for the Border Collie.That said, for the right owner, a Border Collie is a wonderful dog to live with. His intelligence and tractable nature make him easy to train. He's sensitive and, according to those who know him well, he has an uncanny ability to know what you're going to ask of him before you ask it. If he is well socialized and trained from puppyhood, he can adapt to almost any living situation that provides the mental and physical exercise he requires.The Border Collie is a good match for an owner who is as active as he is, especially one who's eager to get involved in dog sports. With the right training, this breed excels in any activity he tries, including sheepdog trials, agility, flyball, flying disc, advanced obedience, freestyle obedience, or tracking.The owner or family that's willing to properly socialize and train the Border Collie will find a soul mate in this intelligent, sensitive breed."
Edward Hernandez,Dog,Border Terrier,https://cdn3-www.dogtime.com/assets/uploads/2011/01/file_23058_border-terrier-460x290.jpg,Male,12,Available,"The Border Terrier is a small dog with an alert gaze, a powerful drive to hunt and dig, the typical high terrier energy level, and a good-natured personality. He's intelligent, loyal, fearless, loving, and determined, and about as aggravating as any dog can be.After that intro, you may be quickly hitting the back button to hunt for a different breed _—” and that may be exactly what you should do. The Border Terrier is not for everyone, and before taking one home, you should be fully committed to taking his antics in stride with an amused shake of your head.But for the right people, Border Terriers are wonderful dogs who play hard and love harder. They're ideally suited to active families who can give them plenty of exercise and prevent them from practicing their escape-artist skills.Border Terriers need a securely fenced yard to keep them safe. Given a lack of supervision and enough time alone, they'll dig under or climb over fences to go exploring. They'll escape through holes in fences, through open gates and doors, or by any other means they can find. In fact, they're bred to be able to cross any wall or scramble through any wire entanglement.The drive to chase prey is another inherent part of a Border Terrier's personality. He'll run right in front of a car in pursuit of a cat or rabbit. A Border Terrier's more likely to die in an accident than of old age, so be prepared to protect him from himself.It's also important to prevent boredom. A bored Border _—” one who's left alone for long periods _—” becomes noisy and destructive. This is not a dog that does well left out in the yard all day. You'll likely come home to find your neighbors lined up to complain about the barking (which is meant to be heard from 10 feet underground) and your yard filled with holes indicating that your Border is well on his way to China.To keep your Border and the neighbors happy and your yard free of holes, give your Border at least half an hour per day of vigorous exercise. Besides keeping him entertained, exercise will help keep your Border trim _—” this small breed is prone to obesity.With their needs for companionship and activity met, Borders are happy dogs who generally get along well with everyone from children to strangers. They'll bark at noises, making them excellent watchdogs, but don't expect them to be fierce guard dogs if an intruder enters your home.The Border Terrier can make you laugh and cry and laugh some more. He approaches training with an independent spirit, but he wants to please. If you praise him for a job done well, he'll quickly learn anything you can teach. He can be a handful, but he's always the apple of his owner's eye."
Dustin Thomas,Dog,Bordoodle,https://cdn1-www.dogtime.com/assets/uploads/2019/09/bordoodle-mixed-dog-breed-pictures-cover.jpg,Female,12,Available,"The Bordoodle is a mixed breed dog. They are not purebreds like their Border Collie or Poodle parents.Bordoodles come in a range of coat colors and patterns, usually incorporating a mix of black, white, gray and brown.Bordoodles don't shed too much. Brushing your dog one or two times a week should suffice.These dogs are extremely smart, but that intelligence can sometimes manifest itself in destructive behavior if the dog is left alone or not properly trained.Children and Bordoodles are a great mix. In general, you couldn't ask for a better family dog than the Bordoodle. It's still important to supervise playtime with all kids and dogs.A couple of walks every day, totaling around 45 minutes, should do the trick to keep the dog happy and healthy. Although, due to the mixed breed's intelligence, it's of great benefit to incorporate obedience tasks into the exercise mix to keep the dog alert."
Christina Vega,Dog,Borzoi,https://cdn1-www.dogtime.com/assets/uploads/2011/01/file_23018_borzoi-460x290.jpg,Male,4,Available,"With his tall, lean body, long, narrow head, and silky coat, the Borzoi is the picture of refinement and elegance. Borzois carry themselves proudly, and it's easy to envision them lounging in the palaces of Russian Tsars or swiftly running down a wolf in the Russian countryside. But before you bring a Borzoi to your palace, you need to decide if a Borzoi is right for you.Prized for their grace as well as their sweet dispositions, Borzoi are known for their speed, juxtaposed with a laidback personality. They prefer a quick sprint to long-distance running and are then satisfied to return indoors to relax on a favorite sofa. They're not what you'd call a high-energy dog. If you want to spend the day in bed or on the sofa, your Borzoi will be happy to spend it there with you.Despite his relaxed attitude and regal appearance, the Borzoi is not simply a beautiful showpiece for your home. This giant breed, whose height ranges from 28 to 32 inches, has a mind of his own and a desire for human companionship. He's not the best choice for people who are away from home for long hours every day. His luxurious double coat, which kept him warm during brutal Russian winters, sheds heavily. His size is also a consideration for people with small children. The Borzoi is gentle, but puppies are enthusiastic and may accidentally knock over a toddler in play.The Borzoi's athleticism serves him well in dog sports. Naturally, he's beautiful in the show ring, and he can also compete well in agility, obedience, and rally. But where he shines is in the lure coursing field, exercising his natural instinct to chase. In Western states, Borzoi are sometimes used in open field coursing to hunt jackrabbit, and some farmers use them against coyotes to protect their livestock.No longer a royal hunting companion, today the Borzoi's most important job is that of family friend. With his sweet, gentle demeanor, it's a job at which he excels."
Maria Santiago,Dog,Boston Terrier,https://cdn3-www.dogtime.com/assets/uploads/2011/01/file_23138_boston-terrier-460x290.jpg,Male,8,Available,"The Boston Terrier may have been bred to be a ferocious pit-fighter, but you'd never know it today. The little American Gentleman, as he was called in the 19th century, is definitely a lover, not a fighter, although males have been known to show their terrier ancestry with a bit of posturing when they feel their territory is being invaded by another dog.Boston Terriers are known for being very intelligent _—” sometimes too much so. Their lively, affectionate nature makes them extremely loveable, though their sometimes stubborn nature or spurts of hyperactivity can land them in hot water with their owners. Any angst about their behavior, however, soon melts when they look up at you with those huge, round eyes that seem to say ""I love you.""Although Boston Terriers are small, they're sturdy and muscular. They have a sleek, shiny, straight coat with crisp white markings in a pattern that resembles a tuxedo _—” part of the reason they gained the name American Gentleman. Boston Terriers' distinctive ears naturally stand erect and are quite large. And then there's those big, beautiful eyes that are set quite apart to add to their outstanding good looks.Boston Terriers have a broad, flat-nosed face without wrinkles. They belong to a class of dogs called brachycephalic (brachy meaning short, and cephalic meaning head). Like other brachycephalic dogs, the lower jaw is in proportion to the body, but they have a short upper jaw to give them a ""pushed in"" face.Boston Terriers' carriage give them a presence that goes beyond their size. They have a slightly arched, proud neckline, a broad chest, and a sturdy, boxy appearance. Their tail is naturally short (docking is forbidden) and set low on the rump.The Boston Terrier's small size and lively, affectionate nature make him a great family pet and companion. They love children and amuse people of all ages with their antics and unique, appealing expression. They are especially good companions for older people and apartment dwellers. Although gentle and even-tempered, they can have the spunky attitude of their terrier ancestors."
Henry Roberts,Dog,Bouvier des Flandres,https://cdn3-www.dogtime.com/assets/uploads/2011/01/file_23180_bouvier-des-flandres-460x290.jpg,Female,6,Available,"With his tousled coat and powerful build, the Bouvier des Flandres embodies a rugged adventurer packed with strength, endurance, and vigor. Originally bred to be a hard-working farm dog, he aslo makes a great family pet who thrives among the people he loves. While his appearance is striking, the appeal of this dog is often found in his intelligent and serene nature.As a member of the Herding Group, he has a tendency to herd moving objects, including children, people on bikes, and joggers. He is naturally protective of his ""flock,"" and will defend his family should the need arise. However, he is not aggressive without cause.Fearless and confident with a strong personality, the Bouvier is a natural athlete outdoors, but he is also happy hanging out with you inside. While not terribly high-energy, he does need vigorous exercise to keep healthy. He can live comfortably in small quarters, such as a condo or apartment, but it's important he is walked or exercised several times a day.The Bouvier does well with training and generally learns quickly. Still, since he can be strong-willed and sometimes stubborn, he's not recommended for first-time or timid owners. Neither is he recommended for owners who can't stand a mess. His shaggy coat is a mud-burr-dirt magnet so he's prone to tracking dirt and debris throughout the house. Perhaps most annoying is his amazingly odiferous flatulence.For those, however, who embrace his strong personality, extreme grooming needs, large size, and protective nature, the Bouvier can be a great choice."
Billy Evans,Dog,Boxer,https://cdn3-www.dogtime.com/assets/uploads/2011/01/file_22916_boxer-460x290.jpg,Male,10,Available,"Boxers are large, muscular, square-headed dogs who look imposing--that is, until you look into their eyes and see the mischief and joy of life reflected there. Because of their playful nature and boundless energy, they are sometimes called the ""Peter Pan"" of the dog breeds. Boxers aren't considered fully mature until they are three years old, meaning they have one of the longest puppyhoods in the world of dogs.The typical Boxer is intelligent, alert, and fearless, yet friendly. They're loyal to their family and love to play with them, but they're also headstrong, especially if you try to use harsh training methods with them.With minimal grooming needs and legendary patience and gentleness with children, Boxers are great family companions, as long as you provide them with the physical exercise and mental stimulation they need. If you're willing and able to provide them with adequate exercise in the form of walks or runs, they can even adapt to apartment living, so long as they are able to be close to their beloved people.Boxers originated in Germany and were brought to the U.S. after World War I. Their short, shiny coats are striking: fawn or brindle with flashy white markings. All white or mostly white Boxers are not desirable because, genetically, deafness is associated with white coloring.Many Boxers have docked tails and cropped ears. If the ears are not cropped, they will hang down. Many dog owners are opting to leave their Boxers' ears and tails un-cropped these days--a practice DogTime fully supports! Let those ears and tails go natural!Boxers are renowned for their great love of and loyalty to their families. They often are distrustful of strangers at first, but will not be aggressive unless they perceive a threat to their families. Boxers are so loving that they often think they are lapdogs and try to lie as close to you as possible.Boxer owners around the world take special delight in their beloved dogs' clownish behavior. Boxers are high-spirited, happy, and energetic. They often paw, cat-like, at their toys, food bowls, and even their owners. When they are excited, they often ""kidney bean,"" a little dance that involves twisting their bodies into a semi-circle, similar to the shape of a kidney bean, and then turning in circles. Boxers also make a unique sound, called a ""woo-woo,"" when they want something or are excited. It is not exactly a bark, but rather sounds as though they are saying ""woo-woo,"" look at me!Watching a Boxer run is a delight. They are so exuberant, happy, and graceful, it's sure to bring a smile to your face, especially if they start jumping--something they love to do, twisting, and even turning somersaults to entertain you.But life isn't all fun and games for all Boxers. Because of their strength and courage, Boxers have a wide use in the military and the police, as well as search-and-rescue work. When specifically trained for guard work, Boxers are excellent watchdogs and will restrain an intruder in the same manner as a Mastiff. Boxers also excel in obedience, agility, and schutzhund--a demanding three-phase competition event that tests the dog's tracking, obedience, and protection abilities.Boxers should not be left outdoors for extended periods of time. Their short nose doesn't cool hot air efficiently in the summer, and their short coat doesn't keep them warm in the winter. Many Boxer people joke that their Boxers' range of tolerance is between 72 and 74 degrees Fahrenheit (21-22 degrees Celsius).Boxers aren't the breed for everyone, but if you like a big dog who likes to cuddle, don't mind a little drool between friends, want a dog that will delight you with clownish antics and yet be gentle with your children, and most of all, if you are prepared to keep your Boxer physically and mentally stimulated, the Boxer just might be the right dog for you!"
Rebecca Clark,Dog,Boxerdoodle,https://cdn2-www.dogtime.com/assets/uploads/2019/09/boxerdoodle-mixed-dog-breed-pictures-cover.jpg,Male,10,Available,"The Boxerdoodle is a mixed breed dog. They are not purebreds like their Boxer or Poodle parents.BoxerdoodlesÎ_come in almost any color you could image--although shades of brown are usually the most common colors.The Boxerdoodle's coat is usually curly and wavy, although it can range from short to long in length. You'll need to commit to brushing it at least every second day.Children and Boxerdoodles do well in each other's company. Just be sure to follow the usual guidelines about ensuring proper socialization and training from an early age for both kids and dogs.When it comes to existing household pets, this mixed breed needs to be correctly socialized to be around them. They may do best as the solo pet in the home.Boxerdoodles are intelligent, active, and fairly easy to train. They will enjoy joining in on hikes and long walks.These dogs are friendly and social. They make excellent family companions."
Anne Douglas,Dog,Boxmatian,https://cdn1-www.dogtime.com/assets/uploads/2019/09/boxmatian-mixed-dog-breed-pictures-cover.jpg,Female,2,Available,"The Boxmatian is a mixed breed dog. They are not purebreds like their Boxer or Dalmatian parents.Dalmations are known for their distinctive spotted coat, but not all Boxmatian's will necessarily pick up the spotted trait. The breed's coat can be black, white, or pied.In general, the Boxmatian is a dog that prefers to be in warmer rather than colder climates.The Boxmatian is a dog with exceptionally high energy and exercise needs. If you cannot commit to a bare minumum of one hour of exercise every single day, you risk bringing on weight issues.Boxmatians aren't the best dogs for homes with children or other pets, but with early socialization and training, they can be loyal, protective family members.This mixed breed is very active.Î_If you're not an outdoors person and don't have access to large areas where the dog can safely run around and swim and play, then the Boxmatian is probably not the dog for you."
Joseph Wilson,Dog,Boykin Spaniel,https://cdn1-www.dogtime.com/assets/uploads/2011/01/file_23242_boykin-spaniel-460x290.jpg,Female,10,Available,"Created by South Carolinians for hunting turkeys and waterfowl in the state's swamps, the medium-size brown dog encompasses the best of the spaniel talents and personality: An ability to flush and retrieve, willingness to work, attractive hanging ears, and a friendly wagging tail. Besides being a great all-around hunting dog in a convenient size, he's alert, self-confident, and smart, all of which make him an excellent family companion as well. He gets along with other dogs and children and takes to training like a duck on a june bug."
John Warren,Dog,Bracco Italiano,https://cdn2-www.dogtime.com/assets/uploads/2011/01/file_23268_bracco-italiano-460x290.jpg,Male,10,Available,"In his homeland of Italy, the Bracco (plural is Bracchi) is primarily a hunting dog, but people are starting to discover that this attractive dog with the noble appearance and pleasant personality is also an excellent companion and show dog.Also known as the Italian Pointer, the Bracco is capable of all types of hunting and both points and retrieves. In the home, he's calm and sweet. Train this intelligent dog with gentleness and consistency and he'll always aim to please, but sharp corrections will cause him to stop trying. Ever alert, he'll probably bark when people approach the home, but he's too gentle to make a guard dog. The Bracco is accepting of other people and dogs, children, and even cats if he's raised with them."
Stacy Morris,Dog,Braque du Bourbonnais,https://cdn2-www.dogtime.com/assets/uploads/2019/09/Braque-du-Bourbonnais-dog-breed-pictures-cover.jpg,Female,12,Available,"The main colors of a Braque du Bourbonnais are brown, white, fawn, and spotted. Sometimes their colors are solid, and sometimes they will have a mix of these colors with spots.They are not hypoallergenic pups, but they're very easy to groom with their short coats, and they hardly shed.Braque du Bourbonnais might be better suited for older children and adults who know how to play gently.Training is fairly easy as these dogs are intelligent and willing to please their humans. They won't be much as far as watchdogs or guard dogs, as they have a friendly disposition toward everyone they encounter.Make sure your dog gets at least one good half-hour- to hour- long walk per day with a few, good, active play sessions and shorter walks mixed in.Braque du Bourbonnais dogs tend to latch on to their human family and can have severe separation anxiety if left alone in the house. It's best for them to be with a family or large household where someone is most often home than not."
Joanna Parsons,Dog,Briard,https://cdn1-www.dogtime.com/assets/uploads/2011/01/file_23182_briard-460x290.jpg,Male,2,Available,"Often called ""a heart wrapped in fur,"" the Briard makes a great family dog. He is devoted to his owner, happiest following you around the house while you do chores or watching you watch television on a rainy day.The Briard is an ideal companion for someone who wants a lovable, but not overly dependent, dog. A member of the Herding Group, he weighs in at around 75 pounds and lives comfortably in the country or cityÎ__—” as long as he's with his family and gets sufficient exercise.The Briard is an intelligent breed and a quick study when it comes to training, though he can be stubborn and want to do things his own way. Owners must be prepared to establish pack leadership from an early age or the dog is likely to take a shot at the role himself.With a strong instinct to herd, it's not unusual for him to try to gather or keep the children or adults in his family within certain boundaries. He may nudge, push, or bark at his ""flock.""The Briard's wariness of strangers makes him an excellent guard dog, and he's forever ready to defend his family and territory if he perceives danger. With the proper training and socialization, however, you can encourage him to be more accepting of outsiders. A Briard puppy should be introduced to many new and different people, places, and situations during the first year of his life. These early experiences help ensure you have an adult Briard with a positive outlook on life.There are exceptions, of course, but for the most part, the Briard does extremely well with children. If you're bringing a Briard pupÎ__—”Î_Î_or any dogÎ__—” into a house with kids, it's important to teach both how to interact with each other. If you do not have children, but plan on doing so in the next few years, it's essential that you socialize your puppy to children."
Mary Banks,Dog,Brittany,https://cdn2-www.dogtime.com/assets/uploads/2011/01/file_22956_brittany-460x290.jpg,Male,8,Available,"The Brittany is a happy, elegant gundog who is alternately described as hyperactive and as the perfect family friend. The truth depends on your own interests and activity levels. Like all sporting breeds, the Brittany has energy to spare _—” he is certainly an Energizer Bunny of a dog _—” and that combined with his other qualities can make him a good fit for the right home.Brittanys are remarkable in many ways. Their medium size _—” 30 to 40 pounds and 17 to 20 inches tall _—” is attractive to families and sportsmen alike. They're not too big to stay in the house or travel with you in your car if you have a passion for hunting. And they're versatile. Brittanys have won more dual championships than any other breed. A dual championship means that the dog has won championships in both field trials and conformation shows.However, the Brittany isn't for everyone. For one thing, his energy level might be more than many people bargain for. Brittanys have an irrepressible joy of life and a high level of enthusiasm for everything they do, whether that's playing with the kids, seeking out birds, or simply enjoying life with a good, stretched-out, no-holds-barred run. If you don't have the same energy and enthusiasm, it can be difficult to keep up with a Brittany.Because of his extraordinary energy, it's important to provide him with plenty of exercise. A walk around the block isn't enough. If his basic need for exercise and a job to do isn't met, he may become neurotic and hyperactive, expending his energy in ways that you probably won't like.All dogs like to have ""work"" to do, but Brittanys are especially task-oriented. You can't leave your Brittany home alone all day while you go to work and then expect him to be mellow and want to lie at your feet when you come home. Not going to happen with this dog! He will have a day's worth of energy and affection pent up, and he'll be bursting at the seams to expend both. Brittanys require an hour or more of exuberant exercise every day, which makes them unsuitable for most apartment dwellers.If you're looking for a Brittany puppy, you may hear breeders differentiating between ""American"" Brittanys and ""French"" Brittanys. Both are the same breed, but the American Brittany is taller and faster than the French Brittany, which is smaller and generally works more closely to the hunter.Brittanys are known for being sensitive to harsh treatment. A stern look or a sharp word is often sufficient punishment when your Brittany is acting up. Train them firmly but gently, using positive reinforcement techniques such as praise, play, and food rewards.Because of their happy, friendly nature, Brittanys are good with children and other pets. Their exuberance, however, make cause them to accidentally injure a small child, so be sure to supervise your Brittany when it is playing with your children.If you purchase your Brittany to use for hunting, you'll find that he works much like a pointer, with a smaller range. Brittanys point on game and willingly retrieve both on land and in the water. Brittanys have a natural instinct for hunting, which makes them a good choice for people who are new to the sport of hunting.If hunting is not the sport for you, consider participating in agility, flyball, or other such activities with your Brittany. Your dog will love it, and so will you!If you can keep up with the Brittany's exercise needs and need for a job, you'll find that he's a great family companion. Brittanys are good-looking dogs who attract compliments. Their grooming needs are relatively simple. They're always happy, friendly, and affectionate. They could well be the perfect dog for families who play hard, love the outdoors, and want a dog to share it with them."
Alicia Doyle,Dog,Broholmer,https://cdn1-www.dogtime.com/assets/uploads/2019/09/Broholmer-dog-breed-pictures-cover.jpg,Female,9,Available,"The main colors of a Broholmer are typically brown or tan, sometimes with white markings or a black mask.These large pups are fairly easy to groom. A good brushing per week will probably do, though they are not a good choice for allergy sufferers.Because they tend to have shorter coats, the Broholmer isn't particularly suited for extreme weather.Broholmers are prone to weight gain. Make sure your dog gets at least one good half-hour- to hour-long walk per day with a few good, active play sessions and shorter walks mixed-in.The Broholmer has a calm and friendly demeanor and can get along with children of all ages but would be best suited with those who know how to play with them gently.These dogs are wary towards strangers but will not be aggressive. They do not bark often, if at all."
Matthew Lee,Dog,Brussels Griffon,https://cdn3-www.dogtime.com/assets/uploads/2011/01/file_23098_brussels-griffon-460x290.jpg,Male,10,Available,"""Monkey face"" is a term often used to describe the appealing Brussels Griffon. This small, sturdy dog has an intelligent and lively look that's almost human in expression.Brussels Griffons, often called Griffons for short, originated in Belgium, where their hunting skills were used to keep stables free of rats and mice. They eventually became more popular as house pets, and these cheerful, curious, and affectionate dogs do make great companions _—” for the right person. They're sensitive, sometimes moody and high-strung, and more than a little demanding of their owner's attention.In the U.S., there are two types of Brussels Griffons: The rough-coated Griffon and the smooth-coated Griffon, called the Petit Brabancon. In the breed's homeland of Belgium, there are three types: the Petit Brabancon (which is smooth-coated, as in the U.S.), the Brussels Griffon, which has a rough red coat, and the Belgian Griffon, which has a rough coat that can be any color other than red.The Griffons' flat face, prominent chin, and large, wide-set eyes have led to many comparisons to the Ewoks or Wookie creatures in Star Wars. Despite their small size and cuddly looks, these sturdy dogs are suprisingly heavy and athletic. Many Griffons compete in agility, obedience, and other performance sports.Griffons usually get along well with other dogs and pets. They're very affectionate and tend to bond most closely with one person in the family. They especially love to snuggle with their favorite person.Because they're small and active in the house, they make good apartment dogs, although you may have to train them not to bark at every noise they hear.This unique breed isn't for everyone. The Griffon needs an owner who appreciates a dog that's up-close and personal rather than independent. Empty nesters are often ideal, because Griffons are like children who never grow up and leave for college. Of course, this trait doesn't appeal to everyone. Griffons require a time commitment, not only because they want a lot of time and attention from their people, but also because they can live to be 14 or 15 years old."
Xavier Mccullough,Dog,Bull Terrier,https://cdn1-www.dogtime.com/assets/uploads/2011/01/file_23060_bull-terrier-460x290.jpg,Male,6,Available,"If you remember the late 1980s, you probably recall the Budweiser commercials featuring a Bull Terrier named Spuds Mackenzie, whose sly grin and on-screen antics turned the breed into a pop icon. Many people were captivated by the breed's unique head, muscular build, and fun-loving nature. After the ads aired, the Bull Terrier's popularity soared.Nicknamed ""the kid in a dog suit,"" the Bull Terrier is active and friendly, as well as being one of the clowns of the dog world. He has a larger-than-life personality that ranges from intelligent and innovative _—” not always the most desirable qualities in a dog _—” to placid and loyal. He also comes in a smaller version _—” the Miniature Bull Terrier _—” who shares the same attributes.Life with a Bull Terrier is always an experience. He's a ""busy"" dog from puppyhood well into middle age. The Bull Terrier isn't content to spend long periods alone day after day; he wants to be with his people, doing what they're doing. He does best with an active family who can provide him with plenty of energetic play. He also needs someone who will consistently (but kindly) enforce the house rules. Otherwise, he'll make up rules of his own. For that reason, he's not the best choice for timid owners or people who are new to dogs.Like most terriers, Bull Terriers (unneutered males in particular) can be aggressive toward other animals, especially other dogs. To be well-behaved around other canines, they need early socialization: positive, supervised exposure to other dogs that begins in early puppyhood and continues throughout life. Cats and other furry animals who enter their territory should beware.Because they can be rambunctious, Bull Terriers aren't recommended for homes with younger children, but with older kids they're tireless playmates. They enjoy vigorous daily exercise and can be highly destructive if they're bored. Successfully training a Bull Terrier calls for patience, confident leadership, and consistency.Some cities and states have restrictions on or ban ownership of Bull Terriers, and you should be aware of your local laws before you bring your Bull Terrier home.If you're ready to take on the challenge of a Bull Terrier, you'll find him to be an affectionate, loyal companion who's always ready to entertain you _—” he's been known to make even the most serious of people giggle _—” or go on an adventure. One thing's for sure: life with this breed will never be dull."
Aaron Pineda,Dog,Bullboxer Pit,https://cdn3-www.dogtime.com/assets/uploads/2019/07/bullboxer-pit-mixed-dog-breed-pictures-cover.jpg,Female,9,Available,"The Bullboxer Pit is a mixed breed dog. It is not a purebred like their Boxer or Amercian Pit Bull Terrier parents.Bullboxer Pits may tend to overeat. Owners must be diligent about monitoring diet.Bullboxer Pits have often been used as farm or guard dogs, due mostly to their loyal nature and powerful strength.These dogs are often referred to as ""nanny dogs"" due to their protective nature towards children.The Bullboxer Pit's coat has been seen in almost every color imaginable! The most regularly seen coat colors are brown, tan, yellow, and black.Although their coats are easy to maintain, Bullboxer Pits do shed all year long. Brushing can help.Due to their exercise requirements, physical strength, and need for training, this breed might not be best for novice dog owners."
